X,session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,prey_date,prey_depth,prey_area,prey_abundance,prey_density,SVC_prey_difference,total_density,log_difference,average_depth,colouration2,shape,fnt_group,size_bin_char
5783,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,1,0,0,demersal,shoaling,50,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,1,0.00694444444444444,-0.00694444444444444,0.00694444444444444,-2.07247287236374,13.3583333333333,colourful,fusiform,omnivore,1
5784,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,2,0,0,demersal,shoaling,50,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,4,0.0277777777777778,-0.0277777777777778,0.0277777777777778,-3.35960348436332,13.3583333333333,colourful,fusiform,omnivore,2
5785,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon aurolineatum,tomtate,3,0,0,demersal,schooling,25,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,58,0.402777777777778,-0.402777777777778,0.402777777777778,-6.0008646716199,13.3583333333333,colourful,fusiform,omnivore,3
5786,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon aurolineatum,tomtate,4,0,0,demersal,schooling,25,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,12,0.0833333333333333,-0.0833333333333333,0.0833333333333333,-4.43477720005941,13.3583333333333,colourful,fusiform,omnivore,4
5787,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Haemulidae,Haemulon plumierii,white grunt,5,0,0,demersal,schooling,59,none,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,4,0.0277777777777778,-0.0277777777777778,0.0277777777777778,-3.35960348436332,13.3583333333333,silvering,compressiform,carnivore,5
5788,225,KL-P4,Patch,30,30,28.9333333333333,Perciformes,Pomacentridae,Microspathodon chrysurus,yellowtail damselfish,2,0,0,demersal,solitary,21,conspicuous,0,2015-03-26,15,28.27433388,0,0,2015-03-26,11.7166666666667,144,2,0.0138888888888889,-0.0138888888888889,0.0138888888888889,-2.70061522261469,13.3583333333333,neutral,compressiform,omnivore,2
5798,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,12,28.27433388,2,0.070735530268839,2015-03-26,8.75,200,1,0.005,0.065735530268839,0.075735530268839,2.48122669634682,10.375,colourful,elongated,carnivore,2
5799,226,KL-P8,Patch,50,25,41.84375,Perciformes,Sparidae,Archosargus rhomboidalis,seabream,4,0,0,demersal,solitary,33,none,0,2015-03-26,12,28.27433388,2,0.070735530268839,2015-03-26,8.75,200,0,0,0.070735530268839,0.070735530268839,4.27298616557488,10.375,colourful,compressiform,omnivore,4
5800,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacentridae,Stegastes planifrons,threespot damselfish,1,0,0,demersal,solitary,13,none,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,10.375,neutral,compressiform,omnivore,1
5801,226,KL-P8,Patch,50,25,41.84375,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,2,0,0,demersal,solitary,35,none,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,10.375,neutral,compressiform,herbivore,2
5802,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,3,0,0,demersal,schooling,46,none,0,2015-03-26,12,28.27433388,2,0.070735530268839,2015-03-26,8.75,200,4,0.02,0.050735530268839,0.090735530268839,1.22846372785145,10.375,colourful,fusiform,invertivore,3
5803,226,KL-P8,Patch,50,25,41.84375,Perciformes,Acanthuridae,Acanthurus coeruleus,blue tang,2,0,0,demersal,solitary,36,cryptic,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,10.375,colourful,compressiform,herbivore,2
5804,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon plumierii,white grunt,2,0,0,demersal,schooling,59,none,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,251,1.255,-1.21963223486558,1.29036776513442,-3.54200453796731,10.375,silvering,compressiform,carnivore,2
5805,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,1,0,0,demersal,shoaling,50,none,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,5,0.025,0.0103677651344195,0.0603677651344195,0.335586271039352,10.375,colourful,fusiform,omnivore,1
5806,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,1,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,5,0.025,0.0103677651344195,0.0603677651344195,0.335586271039352,10.375,colourful,fusiform,herbivore,1
5807,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Scarus iseri,striped parrotfish,1,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,12,28.27433388,2.75,0.0972613541196536,2015-03-26,8.75,200,23,0.115,-0.0177386458803464,0.212261354119654,-0.165959383475133,10.375,colourful,fusiform,herbivore,1
5808,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon plumierii,white grunt,3,0,0,demersal,schooling,59,none,0,2015-03-26,12,28.27433388,11.75,0.415571240329429,2015-03-26,8.75,200,65,0.325,0.0905712403294291,0.740571240329429,0.245160110822339,10.375,silvering,compressiform,carnivore,3
5809,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,2,0,0,demersal,shoaling,50,none,0,2015-03-26,12,28.27433388,2.75,0.0972613541196536,2015-03-26,8.75,200,6,0.03,0.0672613541196536,0.127261354119654,1.15364360314609,10.375,colourful,fusiform,omnivore,2
5810,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,2,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,12,28.27433388,4.25,0.150313001821283,2015-03-26,8.75,200,8,0.04,0.110313001821283,0.190313001821283,1.3057784844447,10.375,colourful,fusiform,herbivore,2
5811,226,KL-P8,Patch,50,25,41.84375,Perciformes,Serranidae,Hypoplectrus unicolor,butter hamlet,2,0,0,demersal,solitary,13,conspicuous,1,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,1,0.005,0.0303677651344195,0.0403677651344195,1.80192333983278,10.375,neutral,compressiform,carnivore,2
5812,226,KL-P8,Patch,50,25,41.84375,Perciformes,Sciaenidae,Pareques acuminatus,highhat,3,0,1,demersal,schooling,25,conspicuous,1,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,1,0.005,0.0303677651344195,0.0403677651344195,1.80192333983278,10.375,colourful,fusiform,carnivore,3
5813,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,2,0,0,demersal,shoaling,25,conspicuous,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,3,0.015,0.0203677651344195,0.0503677651344195,0.821094086821053,10.375,colourful,fusiform,planktivore,2
5814,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Scarus guacamaia,rainbow parrotfish,5,0,0,demersal,solitary,120,conspicuous,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,0,0,0.0353677651344195,0.0353677651344195,3.59368280906083,10.375,colourful,fusiform,herbivore,5
5815,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacentridae,Stegastes planifrons,threespot damselfish,2,0,0,demersal,solitary,13,none,0,2015-03-26,12,28.27433388,2,0.070735530268839,2015-03-26,8.75,200,0,0,0.070735530268839,0.070735530268839,4.27298616557488,10.375,neutral,compressiform,omnivore,2
5816,226,KL-P8,Patch,50,25,41.84375,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,3,0,0,demersal,solitary,35,none,0,2015-03-26,12,28.27433388,2,0.070735530268839,2015-03-26,8.75,200,2,0.01,0.060735530268839,0.080735530268839,1.8750908927765,10.375,neutral,compressiform,herbivore,3
5817,226,KL-P8,Patch,50,25,41.84375,Perciformes,Acanthuridae,Acanthurus coeruleus,blue tang,3,0,0,demersal,solitary,36,cryptic,0,2015-03-26,12,28.27433388,3,0.106103295403258,2015-03-26,8.75,200,3,0.015,0.0911032954032585,0.121103295403258,1.9012050241454,10.375,colourful,compressiform,herbivore,3
5818,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Scarus iseri,striped parrotfish,2,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,12,28.27433388,8.25,0.291784062358961,2015-03-26,8.75,200,129,0.645,-0.353215937641039,0.936784062358961,-0.791364155011061,10.375,colourful,fusiform,herbivore,2
5819,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon plumierii,white grunt,4,0,0,demersal,schooling,59,none,0,2015-03-26,12,28.27433388,3.25,0.114945236686863,2015-03-26,8.75,200,5,0.025,0.0899452366868634,0.139945236686863,1.49502144408472,10.375,silvering,compressiform,carnivore,4
5820,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma viride,stoplight parrotfish,3,0,0,demersal,shoaling,50,none,0,2015-03-26,12,28.27433388,1.25,0.0442097064180244,2015-03-26,8.75,200,7,0.035,0.00920970641802437,0.0792097064180244,0.227792869089535,10.375,colourful,fusiform,omnivore,3
5821,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,3,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,12,28.27433388,1.75,0.0618935889852341,2015-03-26,8.75,200,1,0.005,0.0568935889852341,0.0668935889852341,2.3496847653606,10.375,colourful,fusiform,herbivore,3
5822,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,4,0,0,demersal,schooling,46,none,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,7,0.035,3.67765134419495e-4,0.0703677651344195,0.0101638706047238,10.375,colourful,fusiform,invertivore,4
5823,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon plumierii,white grunt,5,0,0,demersal,schooling,59,none,0,2015-03-26,12,28.27433388,1,0.0353677651344195,2015-03-26,8.75,200,1,0.005,0.0303677651344195,0.0403677651344195,1.80192333983278,10.375,silvering,compressiform,carnivore,5
5824,226,KL-P8,Patch,50,25,41.84375,Tetraodontiformes,Diodontidae,Diodon holocanthus,balloonfish,5,0,1,demersal,solitary,50,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,camouflage,globiform,invertivore,5
5825,226,KL-P8,Patch,50,25,41.84375,Tetraodontiformes,Diodontidae,Diodon holocanthus,balloonfish,6,0,1,demersal,solitary,50,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,camouflage,globiform,invertivore,6
5826,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,1,0,0,demersal,solitary,10,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,4,0.02,-0.02,0.02,-3.04452243772342,10.375,neutral,compressiform,omnivore,1
5827,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,2,0,0,demersal,solitary,10,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,10,0.05,-0.05,0.05,-3.93182563272433,10.375,neutral,compressiform,omnivore,2
5828,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Scarus coeruleus,blue parrotfish,2,0,0,demersal,solitary,90,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,neutral,fusiform,omnivore,2
5829,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Scarus coeruleus,blue parrotfish,4,0,0,demersal,solitary,90,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,neutral,fusiform,omnivore,4
5830,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Thalassoma bifasciatum,bluehead wrasse,1,0,0,demersal,shoaling,25,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,fusiform,planktivore,1
5831,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,5,0,0,demersal,schooling,46,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,12,0.06,-0.06,0.06,-4.11087386417331,10.375,colourful,fusiform,invertivore,5
5832,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon sciurus,bluestriped grunt,6,0,0,demersal,schooling,46,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,fusiform,invertivore,6
5833,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,1,0,0,demersal,solitary,8,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,11,0.055,-0.055,0.055,-4.02535169073515,10.375,camouflage,elongated,omnivore,1
5834,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Coryphopterus glaucofraenum,bridled goby,2,0,0,demersal,solitary,8,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,camouflage,elongated,omnivore,2
5835,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,2,0,0,demersal,solitary,12.5,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,8,0.04,-0.04,0.04,-3.71357206670431,10.375,neutral,compressiform,omnivore,2
5836,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,1,0,0,demersal,solitary,5,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,8,0.04,-0.04,0.04,-3.71357206670431,10.375,camouflage,elongated,omnivore,1
5837,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Coryphopterus dicrus,colon goby,2,0,0,demersal,solitary,5,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,2,0.01,-0.01,0.01,-2.39789527279837,10.375,camouflage,elongated,omnivore,2
5838,226,KL-P8,Patch,50,25,41.84375,Perciformes,Chaetodontidae,Chaetodon capistratus,foureye butterflyfish,2,0,0,demersal,solitary,7.5,conspicuous,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,3,0.015,-0.015,0.015,-2.77258872223978,10.375,colourful,compressiform,invertivore,2
5839,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,2,0,0,demersal,schooling,30,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,10,0.05,-0.05,0.05,-3.93182563272433,10.375,colourful,fusiform,invertivore,2
5840,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Haemulon flavolineatum,french grunt,3,0,0,demersal,schooling,30,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,3,0.015,-0.015,0.015,-2.77258872223978,10.375,colourful,fusiform,invertivore,3
5841,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,1,0,0,demersal,solitary,5.6,cryptic,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,21,0.105,-0.105,0.105,-4.66343909411207,10.375,camouflage,elongated,omnivore,1
5842,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Gnatholepis thompsoni,goldspot goby,2,0,0,demersal,solitary,5.6,cryptic,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,2,0.01,-0.01,0.01,-2.39789527279837,10.375,camouflage,elongated,omnivore,2
5843,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,3,0,0,demersal,solitary,60,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,neutral,compressiform,omnivore,3
5844,226,KL-P8,Patch,50,25,41.84375,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,4,0.02,-0.02,0.02,-3.04452243772342,10.375,silvering,fusiform,carnivore,5
5845,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Lachnolaimus maximus,hogfish,3,0,0,demersal,solitary,91,cryptic,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,2,0.01,-0.01,0.01,-2.39789527279837,10.375,colourful,compressiform,invertivore,3
5846,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Lachnolaimus maximus,hogfish,5,0,0,demersal,solitary,91,cryptic,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,compressiform,invertivore,5
5847,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Coryphopterus personatus,masked goby,1,0,0,demersal,schooling,4,conspicuous,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,elongated,planktivore,1
5848,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Scarus coelestinus,midnight parrotfish,2,0,0,demersal,solitary,77,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,fusiform,herbivore,2
5849,226,KL-P8,Patch,50,25,41.84375,Perciformes,Gobiidae,Elacatinus oceanops,neon goby,1,0,0,demersal,solitary,5,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,16,0.08,-0.08,0.08,-4.39444915467244,10.375,colourful,elongated,invertivore,1
5850,226,KL-P8,Patch,50,25,41.84375,Perciformes,Acanthuridae,Acanthurus tractus,ocean surgeonfish,4,0,0,demersal,solitary,35,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,neutral,compressiform,herbivore,4
5851,226,KL-P8,Patch,50,25,41.84375,Perciformes,Haemulidae,Anisotremus virginicus,porkfish,5,0,1,demersal,solitary,40.6,conspicuous,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,compressiform,invertivore,5
5852,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,2,0,0,demersal,solitary,45,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,compressiform,invertivore,2
5853,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,3,0,0,demersal,solitary,45,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,compressiform,invertivore,3
5854,226,KL-P8,Patch,50,25,41.84375,Perciformes,Pomacanthidae,Holacanthus ciliaris,queen angelfish,4,0,0,demersal,solitary,45,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,compressiform,invertivore,4
5855,226,KL-P8,Patch,50,25,41.84375,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,2,0.01,-0.01,0.01,-2.39789527279837,10.375,neutral,fusiform,carnivore,5
5856,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Sparisoma aurofrenatum,redband parrotfish,6,0,0,demersal,shoaling,28,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,fusiform,herbivore,6
5857,226,KL-P8,Patch,50,25,41.84375,Perciformes,Chaenopsidae,Acanthemblemaria aspera,roughhead blenny,1,0,0,benthic,solitary,4,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,32,0.16,-0.16,0.16,-5.08140436498446,10.375,camouflage,elongated,invertivore,1
5858,226,KL-P8,Patch,50,25,41.84375,Perciformes,Synodontidae,Synodus intermedius,sand diver,6,0,0,demersal,solitary,45,cryptic,1,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,camouflage,elongated,carnivore,6
5859,226,KL-P8,Patch,50,25,41.84375,Perciformes,Sparidae,Archosargus rhomboidalis,seabream,5,0,0,demersal,solitary,33,none,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,7,0.035,-0.035,0.035,-3.58351893845611,10.375,colourful,compressiform,omnivore,5
5860,226,KL-P8,Patch,50,25,41.84375,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,1,0,0,demersal,solitary,12,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,4,0.02,-0.02,0.02,-3.04452243772342,10.375,colourful,globiform,omnivore,1
5861,226,KL-P8,Patch,50,25,41.84375,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,2,0,0,demersal,solitary,12,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,3,0.015,-0.015,0.015,-2.77258872223978,10.375,colourful,globiform,omnivore,2
5862,226,KL-P8,Patch,50,25,41.84375,Perciformes,Labridae,Halichoeres bivittatus,slippery dick,1,0,0,demersal,shoaling,35,conspicuous,0,2015-03-26,12,28.27433388,0,0,2015-03-26,8.75,200,1,0.005,-0.005,0.005,-1.79175946922805,10.375,colourful,elongated,carnivore,1
